,HAX,HAY,PW1X,PW1Y,PW2X,PW2Y,WWX,WWY,BOLX,BOLY,GDALX,GDALY,GSURFX,GSURFY,H2OX,H2OY,sun,mon,tue,wed,thu,fri,sat,Company,distance_dsH2OE,distance_dsGSF,distance_dsP1,distance_dsGD,distance_BOL,distance_dsWW,distance_dsP2,distance_GroundSurf,distance_H2OE,distance_PWl,distance_PW2,distance_GDAL,distance_BOLE,distance_WW
293,120,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,36,53,43,10,57,75,47,Glendale Wells,35344,227529,55225,53824,961,187388721,961,477.0,188.0,235.0,31.0,232.0,31.0,117.0
294,120,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,3,27,56,48,64,1,71,Water Works II,31684,218089,50625,49284,441,131079601,441,467.0,178.0,225.0,21.0,222.0,21.0,107.0
295,120,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,82,15,16,35,64,79,53,Glendale Wells,28224,208849,46225,44944,121,88529281,121,457.0,168.0,215.0,11.0,212.0,11.0,97.0
296,120,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,71,53,4,48,78,84,59,Water Works II,24964,199809,42025,40804,1,57289761,1,447.0,158.0,205.0,1.0,202.0,1.0,87.0
297,120,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,47,68,50,59,63,85,21,Glendale Wells,21904,190969,38025,36864,81,35153041,81,437.0,148.0,195.0,9.0,192.0,9.0,77.0
298,120,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,51,7,55,69,3,80,91,Public Well 2,19044,182329,34225,33124,361,20151121,361,427.0,138.0,185.0,19.0,182.0,19.0,67.0
299,120,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,1,25,25,14,59,82,99,Bowles W&S,16384,173889,30625,29584,841,10556001,841,417.0,128.0,175.0,29.0,172.0,29.0,57.0
300,120,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,10,35,31,2,75,51,90,Bowles W&S,13924,165649,27225,26244,1521,4879681,1521,407.0,118.0,165.0,39.0,162.0,39.0,47.0
301,120,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,42,0,48,36,67,16,72,Water Works II,11664,157609,24025,23104,2401,1874161,2401,397.0,108.0,155.0,49.0,152.0,49.0,37.0
302,120,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,19,51,10,62,19,29,51,Glendale Wells,9604,149769,21025,20164,3481,531441,3481,387.0,98.0,145.0,59.0,142.0,59.0,27.0
303,120,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,27,67,3,38,15,13,7,Glendale Wells,7744,142129,18225,17424,4761,83521,4761,377.0,88.0,135.0,69.0,132.0,69.0,17.0
304,120,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,13,39,21,49,74,83,11,Ground Surf,6084,134689,15625,14884,6241,2401,6241,367.0,78.0,125.0,79.0,122.0,79.0,7.0
305,120,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,46,30,12,65,34,48,27,H2O Engine,4624,127449,13225,12544,7921,81,7921,357.0,68.0,115.0,89.0,112.0,89.0,3.0
306,120,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,31,52,57,69,52,7,1,H2O Engine,3364,120409,11025,10404,9801,28561,9801,347.0,58.0,105.0,99.0,102.0,99.0,13.0
307,120,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,51,59,13,42,53,6,67,Water Works II,2304,113569,9025,8464,11881,279841,11881,337.0,48.0,95.0,109.0,92.0,109.0,23.0
308,120,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,35,28,41,35,64,19,7,Ground Surf,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0
309,120,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,39,54,35,26,58,19,44,Ground Surf,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0
310,120,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,47,70,53,2,80,44,30,Water Works II,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0
311,120,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,18,68,5,47,75,1,35,Bowles W&S,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0
312,120,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,79,31,41,23,35,82,100,Bowles W&S,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0
313,120,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,36,69,43,34,25,4,26,Glendale Wells,144,76729,1225,1024,28561,47458321,28561,277.0,12.0,35.0,169.0,32.0,169.0,83.0
314,120,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,66,70,33,55,67,47,17,Public Well 2,484,71289,625,484,32041,74805201,32041,267.0,22.0,25.0,179.0,22.0,179.0,93.0
315,120,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,34,4,48,6,18,79,97,Glendale Wells,1024,66049,225,144,35721,112550881,35721,257.0,32.0,15.0,189.0,12.0,189.0,103.0
316,120,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,68,35,9,24,51,51,0,Ground Surf,1764,61009,25,4,39601,163047361,39601,247.0,42.0,5.0,199.0,2.0,199.0,113.0
317,120,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,68,52,11,9,40,72,58,Public Well 1,2704,56169,25,64,43681,228886641,43681,237.0,52.0,5.0,209.0,8.0,209.0,123.0
318,120,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,16,60,24,30,55,53,44,H2O Engine,3844,51529,225,324,47961,312900721,47961,227.0,62.0,15.0,219.0,18.0,219.0,133.0
319,130,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,26,17,51,56,30,18,72,Bowles W&S,43264,247009,65025,63504,2601,352275361,2601,497.0,208.0,255.0,51.0,252.0,51.0,137.0
320,130,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,34,61,31,46,62,17,12,Bowles W&S,39204,237169,60025,58564,1681,260144641,1681,487.0,198.0,245.0,41.0,242.0,41.0,127.0
321,130,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,3,19,34,6,68,90,82,Bowles W&S,35344,227529,55225,53824,961,187388721,961,477.0,188.0,235.0,31.0,232.0,31.0,117.0
322,130,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,39,35,49,25,18,31,48,H2O Engine,31684,218089,50625,49284,441,131079601,441,467.0,178.0,225.0,21.0,222.0,21.0,107.0
323,130,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,60,70,41,23,77,11,42,H2O Engine,28224,208849,46225,44944,121,88529281,121,457.0,168.0,215.0,11.0,212.0,11.0,97.0
324,130,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,9,28,12,42,72,38,52,Bowles W&S,24964,199809,42025,40804,1,57289761,1,447.0,158.0,205.0,1.0,202.0,1.0,87.0
325,130,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,83,47,29,11,3,29,46,Bowles W&S,21904,190969,38025,36864,81,35153041,81,437.0,148.0,195.0,9.0,192.0,9.0,77.0
326,130,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,23,4,23,6,79,7,66,Ground Surf,19044,182329,34225,33124,361,20151121,361,427.0,138.0,185.0,19.0,182.0,19.0,67.0
327,130,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,53,67,21,14,6,49,65,Public Well 2,16384,173889,30625,29584,841,10556001,841,417.0,128.0,175.0,29.0,172.0,29.0,57.0
328,130,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,77,3,33,6,78,73,23,Glendale Wells,13924,165649,27225,26244,1521,4879681,1521,407.0,118.0,165.0,39.0,162.0,39.0,47.0
329,130,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,68,8,35,47,16,29,67,H2O Engine,11664,157609,24025,23104,2401,1874161,2401,397.0,108.0,155.0,49.0,152.0,49.0,37.0
330,130,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,54,70,11,48,62,80,34,Bowles W&S,9604,149769,21025,20164,3481,531441,3481,387.0,98.0,145.0,59.0,142.0,59.0,27.0
331,130,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,16,6,25,11,52,12,64,Public Well 1,7744,142129,18225,17424,4761,83521,4761,377.0,88.0,135.0,69.0,132.0,69.0,17.0
332,130,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,51,16,34,35,74,41,6,Public Well 2,6084,134689,15625,14884,6241,2401,6241,367.0,78.0,125.0,79.0,122.0,79.0,7.0
333,130,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,77,34,42,47,2,78,37,Ground Surf,4624,127449,13225,12544,7921,81,7921,357.0,68.0,115.0,89.0,112.0,89.0,3.0
334,130,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,3,33,19,64,25,33,99,Water Works II,3364,120409,11025,10404,9801,28561,9801,347.0,58.0,105.0,99.0,102.0,99.0,13.0
335,130,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,44,24,27,4,0,20,81,Glendale Wells,2304,113569,9025,8464,11881,279841,11881,337.0,48.0,95.0,109.0,92.0,109.0,23.0
336,130,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,61,40,49,56,46,85,16,Ground Surf,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0
337,130,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,85,12,51,2,47,26,13,Public Well 1,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0
338,130,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,0,10,49,54,12,49,3,Glendale Wells,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0
339,130,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,28,2,48,31,14,73,96,Ground Surf,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0
340,130,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,16,69,24,51,67,12,82,H2O Engine,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0
341,130,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,61,48,30,49,1,47,63,Public Well 1,144,76729,1225,1024,28561,47458321,28561,277.0,12.0,35.0,169.0,32.0,169.0,83.0
342,130,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,1,14,54,44,34,10,36,H2O Engine,484,71289,625,484,32041,74805201,32041,267.0,22.0,25.0,179.0,22.0,179.0,93.0
343,130,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,19,50,1,49,65,61,98,Ground Surf,1024,66049,225,144,35721,112550881,35721,257.0,32.0,15.0,189.0,12.0,189.0,103.0
344,130,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,82,27,59,70,2,20,3,Glendale Wells,1764,61009,25,4,39601,163047361,39601,247.0,42.0,5.0,199.0,2.0,199.0,113.0
345,130,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,63,52,0,58,40,6,85,Public Well 1,2704,56169,25,64,43681,228886641,43681,237.0,52.0,5.0,209.0,8.0,209.0,123.0
346,130,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,71,17,60,11,45,79,75,Glendale Wells,3844,51529,225,324,47961,312900721,47961,227.0,62.0,15.0,219.0,18.0,219.0,133.0
347,130,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,45,16,11,45,37,52,82,Bowles W&S,5184,47089,625,784,52441,418161601,52441,217.0,72.0,25.0,229.0,28.0,229.0,143.0
348,140,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,31,23,55,15,27,86,56,Glendale Wells,39204,237169,60025,58564,1681,260144641,1681,487.0,198.0,245.0,41.0,242.0,41.0,127.0
349,140,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,26,34,19,43,78,25,7,H2O Engine,35344,227529,55225,53824,961,187388721,961,477.0,188.0,235.0,31.0,232.0,31.0,117.0
350,140,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,65,37,50,61,75,59,86,Ground Surf,31684,218089,50625,49284,441,131079601,441,467.0,178.0,225.0,21.0,222.0,21.0,107.0
351,140,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,46,37,44,39,11,57,54,Public Well 2,28224,208849,46225,44944,121,88529281,121,457.0,168.0,215.0,11.0,212.0,11.0,97.0
352,140,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,68,7,14,20,58,78,86,Ground Surf,24964,199809,42025,40804,1,57289761,1,447.0,158.0,205.0,1.0,202.0,1.0,87.0
353,140,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,38,41,60,29,54,10,4,Public Well 2,21904,190969,38025,36864,81,35153041,81,437.0,148.0,195.0,9.0,192.0,9.0,77.0
354,140,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,17,58,2,20,74,68,79,Bowles W&S,19044,182329,34225,33124,361,20151121,361,427.0,138.0,185.0,19.0,182.0,19.0,67.0
355,140,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,62,16,31,48,55,27,59,H2O Engine,16384,173889,30625,29584,841,10556001,841,417.0,128.0,175.0,29.0,172.0,29.0,57.0
356,140,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,33,2,1,40,44,68,43,Public Well 2,13924,165649,27225,26244,1521,4879681,1521,407.0,118.0,165.0,39.0,162.0,39.0,47.0
357,140,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,34,22,58,58,48,38,26,Bowles W&S,11664,157609,24025,23104,2401,1874161,2401,397.0,108.0,155.0,49.0,152.0,49.0,37.0
358,140,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,8,58,34,68,70,27,54,Bowles W&S,9604,149769,21025,20164,3481,531441,3481,387.0,98.0,145.0,59.0,142.0,59.0,27.0
359,140,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,29,1,37,50,30,9,94,Public Well 2,7744,142129,18225,17424,4761,83521,4761,377.0,88.0,135.0,69.0,132.0,69.0,17.0
360,140,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,6,11,53,21,15,49,89,Public Well 1,6084,134689,15625,14884,6241,2401,6241,367.0,78.0,125.0,79.0,122.0,79.0,7.0
361,140,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,80,22,6,37,69,84,11,Public Well 1,4624,127449,13225,12544,7921,81,7921,357.0,68.0,115.0,89.0,112.0,89.0,3.0
362,140,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,36,14,22,49,16,31,11,Public Well 2,3364,120409,11025,10404,9801,28561,9801,347.0,58.0,105.0,99.0,102.0,99.0,13.0
363,140,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,31,15,54,54,15,43,59,H2O Engine,2304,113569,9025,8464,11881,279841,11881,337.0,48.0,95.0,109.0,92.0,109.0,23.0
364,140,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,77,40,8,55,7,85,15,Public Well 1,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0
365,140,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,34,38,53,58,63,71,47,Water Works II,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0
366,140,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,22,41,23,20,38,84,95,Public Well 2,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0
367,140,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,9,4,50,64,54,72,53,Ground Surf,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0
368,140,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,59,48,4,63,61,90,2,Public Well 1,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0
369,140,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,39,56,41,46,47,35,76,Glendale Wells,144,76729,1225,1024,28561,47458321,28561,277.0,12.0,35.0,169.0,32.0,169.0,83.0
370,140,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,35,50,34,40,25,15,28,Public Well 2,484,71289,625,484,32041,74805201,32041,267.0,22.0,25.0,179.0,22.0,179.0,93.0
371,140,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,35,50,40,15,53,74,9,H2O Engine,1024,66049,225,144,35721,112550881,35721,257.0,32.0,15.0,189.0,12.0,189.0,103.0
372,140,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,18,26,41,50,17,10,61,Glendale Wells,1764,61009,25,4,39601,163047361,39601,247.0,42.0,5.0,199.0,2.0,199.0,113.0
373,140,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,81,60,32,38,20,19,41,Public Well 1,2704,56169,25,64,43681,228886641,43681,237.0,52.0,5.0,209.0,8.0,209.0,123.0
374,140,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,4,4,53,0,72,12,63,H2O Engine,3844,51529,225,324,47961,312900721,47961,227.0,62.0,15.0,219.0,18.0,219.0,133.0
375,140,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,7,60,34,38,74,29,1,Public Well 2,5184,47089,625,784,52441,418161601,52441,217.0,72.0,25.0,229.0,28.0,229.0,143.0
376,140,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,20,67,15,36,55,24,80,Public Well 1,6724,42849,1225,1444,57121,547981281,57121,207.0,82.0,35.0,239.0,38.0,239.0,153.0
377,150,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,80,16,49,32,51,41,62,H2O Engine,35344,227529,55225,53824,961,187388721,961,477.0,188.0,235.0,31.0,232.0,31.0,117.0
378,150,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,7,7,8,50,51,41,79,Glendale Wells,31684,218089,50625,49284,441,131079601,441,467.0,178.0,225.0,21.0,222.0,21.0,107.0
379,150,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,22,42,51,5,1,43,89,Glendale Wells,28224,208849,46225,44944,121,88529281,121,457.0,168.0,215.0,11.0,212.0,11.0,97.0
380,150,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,38,20,32,17,25,9,45,Bowles W&S,24964,199809,42025,40804,1,57289761,1,447.0,158.0,205.0,1.0,202.0,1.0,87.0
381,150,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,59,43,54,47,68,18,95,Glendale Wells,21904,190969,38025,36864,81,35153041,81,437.0,148.0,195.0,9.0,192.0,9.0,77.0
382,150,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,60,8,15,42,12,28,42,Water Works II,19044,182329,34225,33124,361,20151121,361,427.0,138.0,185.0,19.0,182.0,19.0,67.0
383,150,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,59,43,2,60,44,39,18,H2O Engine,16384,173889,30625,29584,841,10556001,841,417.0,128.0,175.0,29.0,172.0,29.0,57.0
384,150,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,74,20,50,70,78,60,51,Glendale Wells,13924,165649,27225,26244,1521,4879681,1521,407.0,118.0,165.0,39.0,162.0,39.0,47.0
385,150,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,60,65,0,62,67,45,29,Ground Surf,11664,157609,24025,23104,2401,1874161,2401,397.0,108.0,155.0,49.0,152.0,49.0,37.0
386,150,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,51,16,4,9,41,15,44,Public Well 1,9604,149769,21025,20164,3481,531441,3481,387.0,98.0,145.0,59.0,142.0,59.0,27.0
387,150,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,33,12,45,67,7,71,40,Ground Surf,7744,142129,18225,17424,4761,83521,4761,377.0,88.0,135.0,69.0,132.0,69.0,17.0
388,150,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,67,5,31,25,52,27,13,Public Well 1,6084,134689,15625,14884,6241,2401,6241,367.0,78.0,125.0,79.0,122.0,79.0,7.0
389,150,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,6,30,40,8,19,25,16,Ground Surf,4624,127449,13225,12544,7921,81,7921,357.0,68.0,115.0,89.0,112.0,89.0,3.0
390,150,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,55,6,10,58,23,54,51,Water Works II,3364,120409,11025,10404,9801,28561,9801,347.0,58.0,105.0,99.0,102.0,99.0,13.0
391,150,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,56,1,13,44,51,22,84,Ground Surf,2304,113569,9025,8464,11881,279841,11881,337.0,48.0,95.0,109.0,92.0,109.0,23.0
392,150,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,77,33,18,61,20,79,98,Glendale Wells,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0
393,150,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,48,50,16,39,45,67,74,Ground Surf,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0
394,150,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,46,54,16,2,40,58,87,H2O Engine,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0
395,150,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,60,48,3,62,10,76,36,Glendale Wells,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0
396,150,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,25,15,15,63,39,75,62,Public Well 1,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0
397,150,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,63,43,4,10,63,87,21,Public Well 2,144,76729,1225,1024,28561,47458321,28561,277.0,12.0,35.0,169.0,32.0,169.0,83.0
398,150,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,26,44,55,33,23,49,6,Bowles W&S,484,71289,625,484,32041,74805201,32041,267.0,22.0,25.0,179.0,22.0,179.0,93.0
399,150,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,22,6,59,63,68,85,1,Ground Surf,1024,66049,225,144,35721,112550881,35721,257.0,32.0,15.0,189.0,12.0,189.0,103.0
400,150,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,70,32,50,28,42,43,30,Bowles W&S,1764,61009,25,4,39601,163047361,39601,247.0,42.0,5.0,199.0,2.0,199.0,113.0
401,150,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,26,59,31,15,37,81,2,Water Works II,2704,56169,25,64,43681,228886641,43681,237.0,52.0,5.0,209.0,8.0,209.0,123.0
402,150,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,0,51,6,32,13,71,47,Ground Surf,3844,51529,225,324,47961,312900721,47961,227.0,62.0,15.0,219.0,18.0,219.0,133.0
403,150,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,58,2,4,27,48,69,22,H2O Engine,5184,47089,625,784,52441,418161601,52441,217.0,72.0,25.0,229.0,28.0,229.0,143.0
404,150,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,53,52,17,53,62,89,15,Public Well 1,6724,42849,1225,1444,57121,547981281,57121,207.0,82.0,35.0,239.0,38.0,239.0,153.0
405,150,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,66,45,39,63,17,65,48,Public Well 1,8464,38809,2025,2304,62001,705911761,62001,197.0,92.0,45.0,249.0,48.0,249.0,163.0
406,160,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,26,21,30,53,66,37,64,H2O Engine,31684,218089,50625,49284,441,131079601,441,467.0,178.0,225.0,21.0,222.0,21.0,107.0
407,160,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,0,41,48,13,64,58,84,Public Well 2,28224,208849,46225,44944,121,88529281,121,457.0,168.0,215.0,11.0,212.0,11.0,97.0
408,160,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,3,15,34,46,18,37,87,H2O Engine,24964,199809,42025,40804,1,57289761,1,447.0,158.0,205.0,1.0,202.0,1.0,87.0
409,160,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,20,42,59,66,42,84,98,Water Works II,21904,190969,38025,36864,81,35153041,81,437.0,148.0,195.0,9.0,192.0,9.0,77.0
410,160,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,50,60,43,11,30,40,50,H2O Engine,19044,182329,34225,33124,361,20151121,361,427.0,138.0,185.0,19.0,182.0,19.0,67.0
411,160,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,14,44,32,56,38,7,69,Water Works II,16384,173889,30625,29584,841,10556001,841,417.0,128.0,175.0,29.0,172.0,29.0,57.0
412,160,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,39,36,58,58,72,0,22,Public Well 2,13924,165649,27225,26244,1521,4879681,1521,407.0,118.0,165.0,39.0,162.0,39.0,47.0
413,160,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,24,20,39,48,63,58,8,Water Works II,11664,157609,24025,23104,2401,1874161,2401,397.0,108.0,155.0,49.0,152.0,49.0,37.0
414,160,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,82,11,55,37,49,2,40,Public Well 2,9604,149769,21025,20164,3481,531441,3481,387.0,98.0,145.0,59.0,142.0,59.0,27.0
415,160,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,39,7,23,65,12,54,15,Public Well 1,7744,142129,18225,17424,4761,83521,4761,377.0,88.0,135.0,69.0,132.0,69.0,17.0
416,160,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,38,70,12,69,59,52,64,Glendale Wells,6084,134689,15625,14884,6241,2401,6241,367.0,78.0,125.0,79.0,122.0,79.0,7.0
417,160,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,70,10,4,27,71,8,61,Public Well 1,4624,127449,13225,12544,7921,81,7921,357.0,68.0,115.0,89.0,112.0,89.0,3.0
418,160,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,1,9,0,34,17,39,44,Public Well 2,3364,120409,11025,10404,9801,28561,9801,347.0,58.0,105.0,99.0,102.0,99.0,13.0
419,160,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,4,50,3,11,2,84,85,Water Works II,2304,113569,9025,8464,11881,279841,11881,337.0,48.0,95.0,109.0,92.0,109.0,23.0
420,160,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,17,22,23,69,15,29,33,Public Well 2,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0
421,160,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,70,66,46,42,3,47,0,Ground Surf,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0
422,160,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,59,3,15,48,31,16,14,Bowles W&S,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0
423,160,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,11,51,57,15,58,64,99,Glendale Wells,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0
424,160,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,71,7,22,30,62,1,51,Public Well 2,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0
