,A,B,C,D,sun,mon,tue,wed,thu,fri,sat,x_diff,y_diff,weekend_total,weekday_total,weekday_avg,weekend_avg,wk_cost_prod,wk_cost_sell,margin_wkday,wkend_cost_prod,wkend_cost_sell,margin_wkend,distance_sq,disFCenterWell,line_charge,water_sold
373,140,270,110,110,10,51,10,60,29,42,10,-30,-160,62,150,37.5,20.666666666666668,40.5,54.0,13.5,14.879999999999999,25.419999999999998,10.54,26500,162.79,14.65,96.89
374,140,280,110,110,74,7,34,58,76,29,86,-30,-170,189,175,43.75,63.0,47.25,63.0,15.75,45.36,77.49,32.129999999999995,29800,172.63,15.54,160.71
375,140,290,110,110,82,34,57,53,61,21,54,-30,-180,157,205,51.25,52.333333333333336,55.35,73.8,18.449999999999996,37.68,64.36999999999999,26.68999999999999,33300,182.48,16.42,159.23
376,140,300,110,110,42,14,43,23,41,69,68,-30,-190,179,121,30.25,59.666666666666664,32.67,43.559999999999995,10.889999999999993,42.96,73.39,30.43,37000,192.35,17.31,138.29
377,150,20,110,110,22,51,4,61,76,79,19,-40,90,120,192,48.0,40.0,51.84,69.12,17.28,28.799999999999997,49.199999999999996,20.4,9700,98.49,6.89,128.97
378,150,30,110,110,76,35,20,29,70,43,75,-40,80,194,154,38.5,64.66666666666667,41.580000000000005,55.44,13.859999999999992,46.559999999999995,79.53999999999999,32.98,8000,89.44,6.26,145.48
379,150,40,110,110,38,58,2,0,58,89,46,-40,70,173,118,29.5,57.666666666666664,31.860000000000003,42.48,10.619999999999994,41.519999999999996,70.92999999999999,29.409999999999997,6500,80.62,5.64,122.62
380,150,50,110,110,23,50,42,8,18,55,77,-40,60,155,118,29.5,51.666666666666664,31.860000000000003,42.48,10.619999999999994,37.199999999999996,63.55,26.35,5200,72.11,5.05,114.41
381,150,60,110,110,74,29,12,67,16,9,21,-40,50,104,124,31.0,34.666666666666664,33.480000000000004,44.64,11.159999999999997,24.96,42.64,17.68,4100,64.03,4.48,94.51
382,150,70,110,110,68,0,11,12,32,72,72,-40,40,212,55,13.75,70.66666666666667,14.850000000000001,19.8,4.949999999999999,50.879999999999995,86.92,36.040000000000006,3200,56.57,3.96,114.0
383,150,80,110,110,80,67,7,50,21,82,15,-40,30,177,145,36.25,59.0,39.150000000000006,52.199999999999996,13.04999999999999,42.48,72.57,30.089999999999996,2500,50.0,3.5,132.12
384,150,90,110,110,45,59,26,53,50,27,82,-40,20,154,188,47.0,51.333333333333336,50.760000000000005,67.67999999999999,16.919999999999987,36.96,63.13999999999999,26.179999999999993,2000,44.72,3.13,137.97
385,150,100,110,110,54,48,36,47,66,42,54,-40,10,150,197,49.25,50.0,53.190000000000005,70.92,17.729999999999997,36.0,61.49999999999999,25.499999999999993,1700,41.23,2.89,139.37
386,150,110,110,110,1,43,8,6,43,26,79,-40,0,106,100,25.0,35.333333333333336,27.0,36.0,9.0,25.439999999999998,43.46,18.020000000000003,1600,40.0,2.8,84.73
387,150,120,110,110,66,52,24,33,20,87,14,-40,-10,167,129,32.25,55.666666666666664,34.830000000000005,46.44,11.609999999999992,40.08,68.47,28.39,1700,41.23,2.89,121.33
388,150,130,110,110,38,13,53,14,76,52,69,-40,-20,159,156,39.0,53.0,42.120000000000005,56.16,14.039999999999992,38.16,65.19,27.03,2000,44.72,3.13,128.21
389,150,140,110,110,16,60,60,49,35,38,32,-40,-30,86,204,51.0,28.666666666666668,55.080000000000005,73.44,18.359999999999992,20.64,35.26,14.619999999999997,2500,50.0,3.5,115.57
390,150,150,110,110,8,39,39,41,51,15,64,-40,-40,87,170,42.5,29.0,45.900000000000006,61.199999999999996,15.29999999999999,20.88,35.669999999999995,14.789999999999996,3200,56.57,3.96,103.85
391,150,160,110,110,2,0,16,47,19,12,91,-40,-50,105,82,20.5,35.0,22.14,29.52,7.379999999999999,25.2,43.05,17.849999999999998,4100,64.03,4.48,79.36
392,150,170,110,110,32,35,49,62,62,5,79,-40,-60,116,208,52.0,38.666666666666664,56.160000000000004,74.88,18.71999999999999,27.84,47.559999999999995,19.719999999999995,5200,72.11,5.05,131.31
393,150,180,110,110,14,66,31,53,41,82,69,-40,-70,165,191,47.75,55.0,51.57,68.75999999999999,17.18999999999999,39.6,67.64999999999999,28.04999999999999,6500,80.62,5.64,146.31
394,150,190,110,110,19,55,38,17,17,30,57,-40,-80,106,127,31.75,35.333333333333336,34.29,45.72,11.43,25.439999999999998,43.46,18.020000000000003,8000,89.44,6.26,98.3
395,150,200,110,110,6,18,45,69,45,80,90,-40,-90,176,177,44.25,58.666666666666664,47.790000000000006,63.72,15.929999999999993,42.239999999999995,72.16,29.92,9700,98.49,6.89,147.05
396,150,210,110,110,10,67,34,51,31,66,54,-40,-100,130,183,45.75,43.333333333333336,49.410000000000004,65.88,16.46999999999999,31.2,53.3,22.099999999999998,11600,107.7,9.69,132.74
397,150,220,110,110,12,57,46,38,26,79,95,-40,-110,186,167,41.75,62.0,45.09,60.12,15.029999999999994,44.64,76.25999999999999,31.61999999999999,13700,117.05,10.53,151.32
398,150,230,110,110,72,62,36,16,63,53,90,-40,-120,215,177,44.25,71.66666666666667,47.790000000000006,63.72,15.929999999999993,51.6,88.14999999999999,36.54999999999999,16000,126.49,11.38,168.15
399,150,240,110,110,11,61,42,24,30,15,77,-40,-130,103,157,39.25,34.333333333333336,42.39,56.519999999999996,14.129999999999995,24.72,42.23,17.509999999999998,18500,136.01,12.24,114.32
400,150,250,110,110,5,55,48,23,38,5,53,-40,-140,63,164,41.0,21.0,44.28,59.04,14.759999999999998,15.12,25.83,10.709999999999999,21200,145.6,13.1,100.91
401,150,260,110,110,71,70,3,46,29,55,95,-40,-150,221,148,37.0,73.66666666666667,39.96,53.28,13.32,53.04,90.61,37.57,24100,155.24,13.97,162.6
402,150,270,110,110,37,52,40,33,22,59,88,-40,-160,184,147,36.75,61.333333333333336,39.690000000000005,52.919999999999995,13.22999999999999,44.16,75.44,31.28,27200,164.92,14.84,147.5
403,150,280,110,110,55,7,58,11,40,22,3,-40,-170,80,116,29.0,26.666666666666668,31.32,41.76,10.439999999999998,19.2,32.8,13.599999999999998,30500,174.64,15.72,92.99
404,150,290,110,110,25,8,43,65,41,54,99,-40,-180,178,157,39.25,59.333333333333336,42.39,56.519999999999996,14.129999999999995,42.72,72.97999999999999,30.25999999999999,34000,184.39,16.6,150.48
405,150,300,110,110,47,55,24,46,73,12,85,-40,-190,144,198,49.5,48.0,53.46,71.28,17.82,34.56,59.04,24.479999999999997,37700,194.16,17.47,152.22
406,160,20,110,110,26,65,55,57,21,43,47,-50,90,116,198,49.5,38.666666666666664,53.46,71.28,17.82,27.84,47.559999999999995,19.719999999999995,10600,102.96,9.27,131.95
407,160,30,110,110,79,32,53,50,3,63,37,-50,80,179,138,34.5,59.666666666666664,37.260000000000005,49.68,12.419999999999995,42.96,73.39,30.43,8900,94.34,6.6,133.56
408,160,40,110,110,29,18,58,49,28,81,76,-50,70,186,153,38.25,62.0,41.31,55.08,13.769999999999996,44.64,76.25999999999999,31.61999999999999,7400,86.02,6.02,141.48
409,160,50,110,110,10,28,45,61,49,8,39,-50,60,57,183,45.75,19.0,49.410000000000004,65.88,16.46999999999999,13.68,23.369999999999997,9.689999999999998,6100,78.1,5.47,97.56
410,160,60,110,110,14,24,0,57,59,76,45,-50,50,135,140,35.0,45.0,37.800000000000004,50.4,12.599999999999994,32.4,55.349999999999994,22.949999999999996,5000,70.71,4.95,114.02
411,160,70,110,110,26,46,18,1,41,47,37,-50,40,110,106,26.5,36.666666666666664,28.62,38.16,9.539999999999996,26.4,45.099999999999994,18.699999999999996,4100,64.03,4.48,90.37
412,160,80,110,110,19,33,3,43,5,19,21,-50,30,59,84,21.0,19.666666666666668,22.68,30.24,7.559999999999999,14.16,24.189999999999998,10.029999999999998,3400,58.31,4.08,60.27
413,160,90,110,110,21,8,8,55,25,45,37,-50,20,103,96,24.0,34.333333333333336,25.92,34.56,8.64,24.72,42.23,17.509999999999998,2900,53.85,3.77,82.98
414,160,100,110,110,66,69,1,6,59,38,45,-50,10,149,135,33.75,49.666666666666664,36.45,48.6,12.149999999999999,35.76,61.089999999999996,25.33,2600,50.99,3.57,116.66
415,160,110,110,110,35,69,49,65,5,18,42,-50,0,95,188,47.0,31.666666666666668,50.760000000000005,67.67999999999999,16.919999999999987,22.8,38.949999999999996,16.149999999999995,2500,50.0,3.5,113.43
416,160,120,110,110,22,23,47,31,78,27,26,-50,-10,75,179,44.75,25.0,48.330000000000005,64.44,16.109999999999992,18.0,30.749999999999996,12.749999999999996,2600,50.99,3.57,101.72
417,160,130,110,110,69,31,45,12,53,2,75,-50,-20,146,141,35.25,48.666666666666664,38.07,50.76,12.689999999999998,35.04,59.86,24.82,2900,53.85,3.77,117.82
418,160,140,110,110,26,61,8,24,35,8,17,-50,-30,51,128,32.0,17.0,34.56,46.08,11.519999999999996,12.24,20.91,8.67,3400,58.31,4.08,73.2
419,160,150,110,110,30,20,41,17,44,56,74,-50,-40,160,122,30.5,53.333333333333336,32.940000000000005,43.92,10.979999999999997,38.4,65.6,27.199999999999996,4100,64.03,4.48,117.42
420,160,160,110,110,61,56,22,52,61,29,37,-50,-50,127,191,47.75,42.333333333333336,51.57,68.75999999999999,17.18999999999999,30.48,52.07,21.59,5000,70.71,4.95,129.55
421,160,170,110,110,25,44,60,13,42,44,57,-50,-60,126,159,39.75,42.0,42.93,57.239999999999995,14.309999999999995,30.24,51.66,21.419999999999998,6100,78.1,5.47,117.8
422,160,180,110,110,44,9,58,27,36,41,48,-50,-70,133,130,32.5,44.333333333333336,35.1,46.8,11.699999999999996,31.919999999999998,54.529999999999994,22.609999999999996,7400,86.02,6.02,110.57
423,160,190,110,110,14,34,12,56,58,16,93,-50,-80,123,160,40.0,41.0,43.2,57.599999999999994,14.399999999999991,29.52,50.43,20.91,8900,94.34,6.6,118.07
424,160,200,110,110,12,35,57,17,75,16,90,-50,-90,118,184,46.0,39.333333333333336,49.68000000000001,66.24,16.559999999999988,28.32,48.379999999999995,20.059999999999995,10600,102.96,9.27,127.61
425,160,210,110,110,80,11,2,11,33,90,37,-50,-100,207,57,14.25,69.0,15.39,20.52,5.129999999999999,49.68,84.86999999999999,35.18999999999999,12500,111.8,10.06,118.91
426,160,220,110,110,17,14,56,13,30,16,49,-50,-110,82,113,28.25,27.333333333333332,30.51,40.68,10.169999999999998,19.68,33.62,13.939999999999998,14600,120.83,10.87,87.73
427,160,230,110,110,43,66,42,10,13,5,26,-50,-120,74,131,32.75,24.666666666666668,35.370000000000005,47.16,11.789999999999992,17.759999999999998,30.34,12.580000000000002,16900,130.0,11.7,91.88
428,160,240,110,110,3,32,10,57,5,52,36,-50,-130,91,104,26.0,30.333333333333332,28.080000000000002,37.44,9.359999999999996,21.84,37.309999999999995,15.469999999999995,19400,139.28,12.54,89.91
429,160,250,110,110,6,6,39,10,57,69,73,-50,-140,148,112,28.0,49.333333333333336,30.240000000000002,40.32,10.079999999999998,35.519999999999996,60.68,25.160000000000004,22100,148.66,13.38,117.81
430,160,260,110,110,36,44,43,48,48,88,57,-50,-150,181,183,45.75,60.333333333333336,49.410000000000004,65.88,16.46999999999999,43.44,74.21,30.769999999999996,25000,158.11,14.23,158.95
431,160,270,110,110,28,30,49,34,26,17,84,-50,-160,129,139,34.75,43.0,37.53,50.04,12.509999999999998,30.959999999999997,52.88999999999999,21.929999999999996,28100,167.63,15.09,121.56
432,160,280,110,110,4,7,37,3,61,35,49,-50,-170,88,108,27.0,29.333333333333332,29.160000000000004,38.879999999999995,9.719999999999992,21.119999999999997,36.08,14.96,31400,177.2,15.95,93.64
433,160,290,110,110,21,3,35,64,3,61,44,-50,-180,126,105,26.25,42.0,28.35,37.8,9.449999999999996,30.24,51.66,21.419999999999998,34900,186.82,16.81,109.46
434,160,300,110,110,82,31,54,57,56,78,2,-50,-190,162,198,49.5,54.0,53.46,71.28,17.82,38.879999999999995,66.42,27.540000000000006,38600,196.47,17.68,160.04
435,170,20,110,110,85,32,13,4,51,88,16,-60,90,189,100,25.0,63.0,27.0,36.0,9.0,45.36,77.49,32.129999999999995,11700,108.17,9.74,126.93
436,170,30,110,110,84,27,43,41,46,28,67,-60,80,179,157,39.25,59.666666666666664,42.39,56.519999999999996,14.129999999999995,42.96,73.39,30.43,10000,100.0,7.0,141.02
437,170,40,110,110,76,46,27,31,21,65,2,-60,70,143,125,31.25,47.666666666666664,33.75,45.0,11.25,34.32,58.629999999999995,24.309999999999995,8500,92.2,6.45,113.38
438,170,50,110,110,10,33,56,55,79,5,7,-60,60,22,223,55.75,7.333333333333333,60.21,80.28,20.07,5.279999999999999,9.02,3.74,7200,84.85,5.94,98.1
439,170,60,110,110,24,22,34,51,37,47,3,-60,50,74,144,36.0,24.666666666666668,38.88,51.839999999999996,12.959999999999994,17.759999999999998,30.34,12.580000000000002,6100,78.1,5.47,90.28
440,170,70,110,110,44,70,38,7,6,58,84,-60,40,186,121,30.25,62.0,32.67,43.559999999999995,10.889999999999993,44.64,76.25999999999999,31.61999999999999,5200,72.11,5.05,128.62
441,170,80,110,110,18,34,7,55,65,46,73,-60,30,137,161,40.25,45.666666666666664,43.470000000000006,57.96,14.489999999999995,32.879999999999995,56.169999999999995,23.29,4500,67.08,4.7,122.39
442,170,90,110,110,8,27,1,50,31,38,90,-60,20,136,109,27.25,45.333333333333336,29.430000000000003,39.24,9.809999999999999,32.64,55.76,23.119999999999997,4000,63.25,4.43,102.41
443,170,100,110,110,3,61,29,12,58,62,30,-60,10,95,160,40.0,31.666666666666668,43.2,57.599999999999994,14.399999999999991,22.8,38.949999999999996,16.149999999999995,3700,60.83,4.26,103.83
444,170,110,110,110,58,38,57,30,47,57,7,-60,0,122,172,43.0,40.666666666666664,46.440000000000005,61.919999999999995,15.47999999999999,29.279999999999998,50.019999999999996,20.74,3600,60.0,4.2,119.62
445,170,120,110,110,60,69,57,67,32,3,90,-60,-10,153,225,56.25,51.0,60.75000000000001,81.0,20.249999999999993,36.72,62.73,26.009999999999998,3700,60.83,4.26,152.43
446,170,130,110,110,69,21,39,69,19,32,78,-60,-20,179,148,37.0,59.666666666666664,39.96,53.28,13.32,42.96,73.39,30.43,4000,63.25,4.43,135.03
447,170,140,110,110,10,7,59,47,77,30,38,-60,-30,78,190,47.5,26.0,51.300000000000004,68.39999999999999,17.099999999999987,18.72,31.979999999999997,13.259999999999998,4500,67.08,4.7,108.23
448,170,150,110,110,42,1,6,53,26,43,49,-60,-40,134,86,21.5,44.666666666666664,23.220000000000002,30.959999999999997,7.739999999999995,32.16,54.94,22.78,5200,72.11,5.05,93.68
449,170,160,110,110,35,31,13,46,36,53,76,-60,-50,164,126,31.5,54.666666666666664,34.02,45.36,11.339999999999996,39.36,67.24,27.879999999999995,6100,78.1,5.47,121.61
450,170,170,110,110,70,70,44,28,44,80,2,-60,-60,152,186,46.5,50.666666666666664,50.220000000000006,66.96,16.739999999999988,36.48,62.31999999999999,25.839999999999996,7200,84.85,5.94,139.28
451,170,180,110,110,53,59,26,62,36,34,30,-60,-70,117,183,45.75,39.0,49.410000000000004,65.88,16.46999999999999,28.08,47.97,19.89,8500,92.2,6.45,123.91
452,170,190,110,110,49,38,42,61,0,16,5,-60,-80,70,141,35.25,23.333333333333332,38.07,50.76,12.689999999999998,16.8,28.7,11.899999999999999,10000,100.0,7.0,89.05
453,170,200,110,110,40,22,31,36,29,39,47,-60,-90,126,118,29.5,42.0,31.860000000000003,42.48,10.619999999999994,30.24,51.66,21.419999999999998,11700,108.17,9.74,107.0
454,170,210,110,110,68,22,39,59,74,55,21,-60,-100,144,194,48.5,48.0,52.38,69.84,17.46,34.56,59.04,24.479999999999997,13600,116.62,10.5,143.56
455,170,220,110,110,70,58,16,19,44,26,85,-60,-110,181,137,34.25,60.333333333333336,36.99,49.32,12.329999999999998,43.44,74.21,30.769999999999996,15700,125.3,11.28,138.85
456,170,230,110,110,75,22,40,55,64,52,77,-60,-120,204,181,45.25,68.0,48.870000000000005,65.16,16.289999999999992,48.96,83.64,34.68,18000,134.16,12.07,165.7
457,170,240,110,110,45,30,53,35,57,41,30,-60,-130,116,175,43.75,38.666666666666664,47.25,63.0,15.75,27.84,47.559999999999995,19.719999999999995,20500,143.18,12.89,127.15
458,170,250,110,110,45,57,57,48,29,56,50,-60,-140,151,191,47.75,50.333333333333336,51.57,68.75999999999999,17.18999999999999,36.24,61.91,25.669999999999995,23200,152.32,13.71,148.71
459,170,260,110,110,78,34,49,59,61,3,22,-60,-150,103,203,50.75,34.333333333333336,54.81,73.08,18.269999999999996,24.72,42.23,17.509999999999998,26100,161.55,14.54,133.75
460,170,270,110,110,0,30,58,36,20,24,15,-60,-160,39,144,36.0,13.0,38.88,51.839999999999996,12.959999999999994,9.36,15.989999999999998,6.629999999999999,29200,170.88,15.38,85.71
461,170,280,110,110,40,58,48,29,50,5,78,-60,-170,123,185,46.25,41.0,49.95,66.6,16.64999999999999,29.52,50.43,20.91,32500,180.28,16.23,137.26
462,170,290,110,110,78,11,20,4,3,57,46,-60,-180,181,38,9.5,60.333333333333336,10.260000000000002,13.68,3.419999999999998,43.44,74.21,30.769999999999996,36000,189.74,17.08,108.12
463,170,300,110,110,62,26,4,4,16,52,68,-60,-190,182,50,12.5,60.666666666666664,13.5,18.0,4.5,43.68,74.61999999999999,30.93999999999999,39700,199.25,17.93,113.87
464,180,20,110,110,40,43,36,27,44,5,7,-70,90,52,150,37.5,17.333333333333332,40.5,54.0,13.5,12.48,21.32,8.84,13000,114.02,10.26,88.15
465,180,30,110,110,59,9,3,30,77,7,2,-70,80,68,119,29.75,22.666666666666668,32.13,42.839999999999996,10.709999999999994,16.32,27.88,11.559999999999999,11300,106.3,9.57,82.7
466,180,40,110,110,17,55,47,19,64,82,1,-70,70,100,185,46.25,33.333333333333336,49.95,66.6,16.64999999999999,24.0,41.0,17.0,9800,98.99,6.93,117.97
467,180,50,110,110,57,56,41,32,76,75,20,-70,60,152,205,51.25,50.666666666666664,55.35,73.8,18.449999999999996,36.48,62.31999999999999,25.839999999999996,8500,92.2,6.45,146.85
468,180,60,110,110,83,37,38,16,11,43,76,-70,50,202,102,25.5,67.33333333333333,27.540000000000003,36.72,9.179999999999996,48.48,82.82,34.339999999999996,7400,86.02,6.02,129.33
469,180,70,110,110,74,57,10,65,59,26,71,-70,40,171,191,47.75,57.0,51.57,68.75999999999999,17.18999999999999,41.04,70.11,29.07,6500,80.62,5.64,148.85
470,180,80,110,110,28,40,44,28,16,70,34,-70,30,132,128,32.0,44.0,34.56,46.08,11.519999999999996,31.68,54.12,22.439999999999998,5800,76.16,5.33,108.7
471,180,90,110,110,29,42,45,38,55,49,14,-70,20,92,180,45.0,30.666666666666668,48.6,64.8,16.199999999999996,22.08,37.72,15.64,5300,72.8,5.1,110.85
472,180,100,110,110,38,14,31,38,23,87,24,-70,10,149,106,26.5,49.666666666666664,28.62,38.16,9.539999999999996,35.76,61.089999999999996,25.33,5000,70.71,4.95,107.33
473,180,110,110,110,5,34,57,9,65,33,31,-70,0,69,165,41.25,23.0,44.550000000000004,59.4,14.849999999999994,16.56,28.29,11.73,4900,70.0,4.9,95.37
474,180,120,110,110,57,50,23,66,77,1,99,-70,-10,157,216,54.0,52.333333333333336,58.32000000000001,77.75999999999999,19.439999999999984,37.68,64.36999999999999,26.68999999999999,5000,70.71,4.95,151.49
475,180,130,110,110,5,52,47,53,18,39,45,-70,-20,89,170,42.5,29.666666666666668,45.900000000000006,61.199999999999996,15.29999999999999,21.36,36.489999999999995,15.129999999999995,5300,72.8,5.1,105.87
476,180,140,110,110,13,27,53,46,56,24,79,-70,-30,116,182,45.5,38.666666666666664,49.14,65.52,16.379999999999995,27.84,47.559999999999995,19.719999999999995,5800,76.16,5.33,121.96
477,180,150,110,110,45,69,60,11,27,60,0,-70,-40,105,167,41.75,35.0,45.09,60.12,15.029999999999994,25.2,43.05,17.849999999999998,6500,80.62,5.64,112.07
478,180,160,110,110,59,13,58,18,2,31,82,-70,-50,172,91,22.75,57.333333333333336,24.57,32.76,8.189999999999998,41.28,70.52,29.239999999999995,7400,86.02,6.02,112.58
479,180,170,110,110,51,44,1,15,66,19,48,-70,-60,118,126,31.5,39.333333333333336,34.02,45.36,11.339999999999996,28.32,48.379999999999995,20.059999999999995,8500,92.2,6.45,103.2
480,180,180,110,110,31,11,11,66,16,56,13,-70,-70,100,104,26.0,33.333333333333336,28.080000000000002,37.44,9.359999999999996,24.0,41.0,17.0,9800,98.99,6.93,87.93
481,180,190,110,110,11,54,16,66,52,34,19,-70,-80,64,188,47.0,21.333333333333332,50.760000000000005,67.67999999999999,16.919999999999987,15.36,26.24,10.879999999999999,11300,106.3,9.57,106.59
482,180,200,110,110,21,18,43,1,65,43,22,-70,-90,86,127,31.75,28.666666666666668,34.29,45.72,11.43,20.64,35.26,14.619999999999997,13000,114.02,10.26,93.98
483,180,210,110,110,75,19,51,48,23,77,20,-70,-100,172,141,35.25,57.333333333333336,38.07,50.76,12.689999999999998,41.28,70.52,29.239999999999995,14900,122.07,10.99,136.24
484,180,220,110,110,52,4,13,12,59,3,38,-70,-110,93,88,22.0,31.0,23.76,31.68,7.919999999999998,22.32,38.129999999999995,15.809999999999995,17000,130.38,11.73,83.99
485,180,230,110,110,39,18,13,46,44,10,91,-70,-120,140,121,30.25,46.666666666666664,32.67,43.559999999999995,10.889999999999993,33.6,57.4,23.799999999999997,19300,138.92,12.5,116.86
486,180,240,110,110,35,67,54,7,75,55,29,-70,-130,119,203,50.75,39.666666666666664,54.81,73.08,18.269999999999996,28.56,48.79,20.23,21800,147.65,13.29,139.21
487,180,250,110,110,48,52,51,35,4,51,61,-70,-140,160,142,35.5,53.333333333333336,38.34,51.12,12.779999999999994,38.4,65.6,27.199999999999996,24500,156.52,14.09,134.73
488,180,260,110,110,47,7,30,19,49,25,95,-70,-150,167,105,26.25,55.666666666666664,28.35,37.8,9.449999999999996,40.08,68.47,28.39,27400,165.53,14.9,124.81
489,180,270,110,110,20,67,60,6,63,65,41,-70,-160,126,196,49.0,42.0,52.92,70.56,17.64,30.24,51.66,21.419999999999998,30500,174.64,15.72,142.08
490,180,280,110,110,27,0,30,66,66,2,83,-70,-170,112,162,40.5,37.333333333333336,43.74,58.32,14.579999999999998,26.88,45.919999999999995,19.039999999999996,33800,183.85,16.55,124.41
491,180,290,110,110,49,10,10,13,77,68,99,-70,-180,216,110,27.5,72.0,29.700000000000003,39.6,9.899999999999999,51.839999999999996,88.55999999999999,36.71999999999999,37300,193.13,17.38,149.91
492,180,300,110,110,49,36,11,30,65,57,49,-70,-190,155,142,35.5,51.666666666666664,38.34,51.12,12.779999999999994,37.199999999999996,63.55,26.35,41000,202.48,22.27,141.05
493,190,20,110,110,36,32,4,43,34,38,42,-80,90,116,113,28.25,38.666666666666664,30.51,40.68,10.169999999999998,27.84,47.559999999999995,19.719999999999995,14500,120.42,10.84,102.05
494,190,30,110,110,50,39,31,9,37,12,45,-80,80,107,116,29.0,35.666666666666664,31.32,41.76,10.439999999999998,25.68,43.87,18.189999999999998,12800,113.14,10.18,98.68
495,190,40,110,110,77,55,30,58,80,29,32,-80,70,138,223,55.75,46.0,60.21,80.28,20.07,33.12,56.58,23.46,11300,106.3,9.57,150.82
496,190,50,110,110,78,11,38,44,16,16,29,-80,60,123,109,27.25,41.0,29.430000000000003,39.24,9.809999999999999,29.52,50.43,20.91,10000,100.0,7.0,99.57
497,190,60,110,110,2,15,33,35,46,70,82,-80,50,154,129,32.25,51.333333333333336,34.830000000000005,46.44,11.609999999999992,36.96,63.13999999999999,26.179999999999993,8900,94.34,6.6,119.67
498,190,70,110,110,35,45,22,31,30,60,48,-80,40,143,128,32.0,47.666666666666664,34.56,46.08,11.519999999999996,34.32,58.629999999999995,24.309999999999995,8000,89.44,6.26,114.3
499,190,80,110,110,13,37,2,23,22,80,61,-80,30,154,84,21.0,51.333333333333336,22.68,30.24,7.559999999999999,36.96,63.13999999999999,26.179999999999993,7300,85.44,5.98,102.34
500,190,90,110,110,17,43,4,57,42,19,60,-80,20,96,146,36.5,32.0,39.42,52.559999999999995,13.139999999999993,23.04,39.36,16.32,6800,82.46,5.77,100.62
501,190,100,110,110,12,69,32,48,71,41,96,-80,10,149,220,55.0,49.666666666666664,59.400000000000006,79.2,19.799999999999997,35.76,61.089999999999996,25.33,6500,80.62,5.64,150.31
502,190,110,110,110,72,25,17,66,25,78,73,-80,0,223,133,33.25,74.33333333333333,35.910000000000004,47.879999999999995,11.969999999999992,53.519999999999996,91.42999999999999,37.91,6400,80.0,5.6,149.26
503,190,120,110,110,30,46,5,50,80,38,86,-80,-10,154,181,45.25,51.333333333333336,48.870000000000005,65.16,16.289999999999992,36.96,63.13999999999999,26.179999999999993,6500,80.62,5.64,137.96
504,190,130,110,110,42,13,34,1,24,26,17,-80,-20,85,72,18.0,28.333333333333332,19.44,25.919999999999998,6.479999999999997,20.4,34.85,14.450000000000003,6800,82.46,5.77,68.54
505,190,140,110,110,24,60,33,56,76,39,37,-80,-30,100,225,56.25,33.333333333333336,60.75000000000001,81.0,20.249999999999993,24.0,41.0,17.0,7300,85.44,5.98,131.82
506,190,150,110,110,68,21,59,18,14,22,29,-80,-40,119,112,28.0,39.666666666666664,30.240000000000002,40.32,10.079999999999998,28.56,48.79,20.23,8000,89.44,6.26,98.23
507,190,160,110,110,22,67,11,0,64,10,69,-80,-50,101,142,35.5,33.666666666666664,38.34,51.12,12.779999999999994,24.24,41.41,17.169999999999998,8900,94.34,6.6,102.1
508,190,170,110,110,47,44,23,61,38,73,89,-80,-60,209,166,41.5,69.66666666666667,44.82,59.76,14.939999999999998,50.16,85.69,35.53,10000,100.0,7.0,157.02
509,190,180,110,110,8,19,31,50,36,5,95,-80,-70,108,136,34.0,36.0,36.72,48.96,12.240000000000002,25.919999999999998,44.279999999999994,18.359999999999996,11300,106.3,9.57,105.89
510,190,190,110,110,55,65,41,57,64,80,22,-80,-80,157,227,56.75,52.333333333333336,61.290000000000006,81.72,20.429999999999993,37.68,64.36999999999999,26.68999999999999,12800,113.14,10.18,160.96
511,190,200,110,110,55,54,55,6,78,84,72,-80,-90,211,193,48.25,70.33333333333333,52.11000000000001,69.48,17.369999999999997,50.64,86.50999999999999,35.86999999999999,14500,120.42,10.84,171.83
512,190,210,110,110,50,69,2,41,74,63,17,-80,-100,130,186,46.5,43.333333333333336,50.220000000000006,66.96,16.739999999999988,31.2,53.3,22.099999999999998,16400,128.06,11.53,135.74
513,190,220,110,110,13,52,18,59,70,17,54,-80,-110,84,199,49.75,28.0,53.730000000000004,71.64,17.909999999999997,20.16,34.44,14.279999999999998,18500,136.01,12.24,121.87
514,190,230,110,110,78,63,3,20,39,63,3,-80,-120,144,125,31.25,48.0,33.75,45.0,11.25,34.56,59.04,24.479999999999997,20800,144.22,12.98,120.53
515,190,240,110,110,57,31,6,33,6,0,59,-80,-130,116,76,19.0,38.666666666666664,20.520000000000003,27.36,6.839999999999996,27.84,47.559999999999995,19.719999999999995,23300,152.64,13.74,91.32
516,190,250,110,110,29,40,29,2,29,20,0,-80,-140,49,100,25.0,16.333333333333332,27.0,36.0,9.0,11.76,20.09,8.33,26000,161.25,14.51,72.72
517,190,260,110,110,7,13,58,67,48,17,36,-80,-150,60,186,46.5,20.0,50.220000000000006,66.96,16.739999999999988,14.399999999999999,24.599999999999998,10.2,28900,170.0,15.3,110.07
518,190,270,110,110,54,48,8,62,75,27,28,-80,-160,109,193,48.25,36.333333333333336,52.11000000000001,69.48,17.369999999999997,26.16,44.69,18.529999999999998,32000,178.89,16.1,134.18
519,190,280,110,110,18,16,39,56,78,80,42,-80,-170,140,189,47.25,46.666666666666664,51.03,68.03999999999999,17.00999999999999,33.6,57.4,23.799999999999997,35300,187.88,16.91,146.62
