,HAX,HAY,PW1X,PW1Y,PW2X,PW2Y,WWX,WWY,BOLX,BOLY,GDALX,GDALY,GSURFX,GSURFY,H2OX,H2OY,sun,mon,tue,wed,thu,fri,sat,Company,distance_dsH2OE,distance_dsGSF,distance_dsP1,distance_dsGD,distance_BOL,distance_dsWW,distance_dsP2,distance_GroundSurf,distance_H2OE,distance_PWl,distance_PW2,distance_GDAL,distance_BOLE,distance_WW,weekend_total,weekday_total,weekday_avg,weekend_avg,wk_cost_prod,wk_cost_sell,wk_cost_prodpriv,wk_cost_sellpriv,margin_wkday,margin_wkdaypriv,wkend_cost_prod,wkend_cost_sell,wkend_cost_prodpriv,wkend_cost_sellpriv,margin_wkend,margin_wkendpriv,line_chargePWells_2,line_charge_WWII,line_charge_GDAL,line_charge_GSURF,line_charge_H2OE,line_charge_BOLE,line_chargePWells_1,water_billPW2,water_billWWII,water_billGDAL,water_billGSURF,water_billH20E,water_billBOLE,water_billPW1
335,130,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,44,24,27,4,0,20,81,Glendale Wells,2304,113569,9025,8464,11881,279841,11881,337.0,48.0,95.0,109.0,92.0,109.0,23.0,145,55,13.75,48.333333333333336,14.850000000000001,19.8,15.95,22.549999999999997,4.949999999999999,6.599999999999998,34.8,59.449999999999996,36.25,53.65,24.65,17.4,9.81,1.38,6.44,53.92,3.36,8.72,6.65,91.73,83.05,88.26,137.17,85.09,90.61,88.48
336,130,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,61,40,49,56,46,85,16,Ground Surf,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0,162,191,47.75,54.0,51.57,68.75999999999999,55.38999999999999,78.31,17.18999999999999,22.92000000000001,38.879999999999995,66.42,40.5,59.94,27.540000000000006,19.439999999999998,10.71,1.98,5.74,52.32,2.66,9.52,5.95,150.27,141.27,145.15,193.12,141.98,149.04,145.36
337,130,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,85,12,51,2,47,26,13,Public Well 1,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0,124,112,28.0,41.333333333333336,30.240000000000002,40.32,32.48,45.919999999999995,10.079999999999998,13.439999999999998,29.759999999999998,50.839999999999996,31.0,45.88,21.08,14.880000000000003,11.61,2.58,5.04,50.72,1.96,10.32,5.25,105.85,96.55,99.09,146.14,95.91,104.52,99.3
338,130,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,0,10,49,54,12,49,3,Glendale Wells,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0,52,125,31.25,17.333333333333332,33.75,45.0,36.25,51.25,11.25,15.0,12.48,21.32,13.0,19.24,8.84,6.239999999999998,12.51,3.18,4.34,49.12,1.26,15.29,4.55,81.19,71.58,72.78,118.9,69.61,84.06,73.0
339,130,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,28,2,48,31,14,73,96,Ground Surf,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0,197,95,23.75,65.66666666666667,25.650000000000002,34.199999999999996,27.549999999999997,38.949999999999996,8.549999999999994,11.399999999999999,47.28,80.77,49.25,72.89,33.489999999999995,23.64,13.41,3.78,3.64,47.52,0.56,16.39,3.85,132.23,122.31,122.17,167.36,119.0,135.3,122.38
340,130,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,16,69,24,51,67,12,82,H2O Engine,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0,110,211,52.75,36.666666666666664,56.970000000000006,75.96,61.19,86.50999999999999,18.989999999999988,25.319999999999993,26.4,45.099999999999994,27.5,40.7,18.699999999999996,13.200000000000003,14.31,4.38,2.94,45.92,0.14,17.49,3.15,139.43,129.2,127.72,171.99,124.84,142.71,127.94
341,130,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,61,48,30,49,1,47,63,Public Well 1,144,76729,1225,1024,28561,47458321,28561,277.0,12.0,35.0,169.0,32.0,169.0,83.0,171,128,32.0,57.0,34.56,46.08,37.12,52.48,11.519999999999996,15.36,41.04,70.11,42.75,63.269999999999996,29.07,20.519999999999996,15.21,4.98,2.24,44.32,0.84,18.59,2.45,135.34,124.81,121.98,165.33,120.54,138.82,122.2
342,130,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,1,14,54,44,34,10,36,H2O Engine,484,71289,625,484,32041,74805201,32041,267.0,22.0,25.0,179.0,22.0,179.0,93.0,47,146,36.5,15.666666666666666,39.42,52.559999999999995,42.339999999999996,59.86,13.139999999999993,17.520000000000003,11.28,19.27,11.75,17.39,7.99,5.640000000000001,16.11,5.58,1.54,42.72,1.54,19.69,1.75,90.58,79.73,75.57,117.99,75.57,94.27,75.79
343,130,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,19,50,1,49,65,61,98,Ground Surf,1024,66049,225,144,35721,112550881,35721,257.0,32.0,15.0,189.0,12.0,189.0,103.0,178,165,41.25,59.333333333333336,44.550000000000004,59.4,47.849999999999994,67.64999999999999,14.849999999999994,19.799999999999997,42.72,72.97999999999999,44.5,65.86,30.25999999999999,21.36,17.01,6.18,0.84,41.12,2.24,20.79,1.05,153.87,142.72,137.22,178.7,138.66,157.77,137.43
344,130,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,82,27,59,70,2,20,3,Glendale Wells,1764,61009,25,4,39601,163047361,39601,247.0,42.0,5.0,199.0,2.0,199.0,113.0,105,158,39.5,35.0,42.660000000000004,56.879999999999995,45.82,64.78,14.219999999999992,18.96,25.2,43.05,26.25,38.85,17.849999999999998,12.600000000000001,17.91,6.78,0.14,39.52,2.94,21.89,0.35,121.38,109.91,103.07,143.63,105.96,125.47,103.29
345,130,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,63,52,0,58,40,6,85,Public Well 1,2704,56169,25,64,43681,228886641,43681,237.0,52.0,5.0,209.0,8.0,209.0,123.0,154,150,37.5,51.333333333333336,40.5,54.0,43.5,61.49999999999999,13.5,17.999999999999993,36.96,63.13999999999999,38.5,56.98,26.179999999999993,18.479999999999997,22.99,7.38,0.56,37.92,3.64,22.99,0.35,144.33,128.26,121.23,159.71,124.4,144.33,121.01
346,130,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,71,17,60,11,45,79,75,Glendale Wells,3844,51529,225,324,47961,312900721,47961,227.0,62.0,15.0,219.0,18.0,219.0,133.0,225,133,33.25,75.0,35.910000000000004,47.879999999999995,38.57,54.529999999999994,11.969999999999992,15.959999999999994,54.0,92.25,56.25,83.25,38.25,27.0,24.09,10.64,1.26,36.32,4.34,30.66,1.05,169.15,155.29,145.63,181.74,148.8,175.91,145.42
347,130,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,45,16,11,45,37,52,82,Bowles W&S,5184,47089,625,784,52441,418161601,52441,217.0,72.0,25.0,229.0,28.0,229.0,143.0,179,109,27.25,59.666666666666664,29.430000000000003,39.24,31.61,44.69,9.809999999999999,13.079999999999998,42.96,73.39,44.75,66.23,30.43,21.480000000000004,25.19,11.44,1.96,30.38,5.04,32.06,1.75,141.95,127.79,118.03,147.3,121.2,149.03,117.81
348,140,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,31,23,55,15,27,86,56,Glendale Wells,39204,237169,60025,58564,1681,260144641,1681,487.0,198.0,245.0,41.0,242.0,41.0,127.0,173,120,30.0,57.666666666666664,32.400000000000006,43.199999999999996,34.8,49.199999999999996,10.79999999999999,14.399999999999999,41.519999999999996,70.92999999999999,43.25,64.01,29.409999999999997,20.760000000000005,2.87,10.16,24.2,77.92,17.82,3.28,26.95,120.51,128.02,142.48,197.81,135.91,120.93,145.31
349,140,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,26,34,19,43,78,25,7,H2O Engine,35344,227529,55225,53824,961,187388721,961,477.0,188.0,235.0,31.0,232.0,31.0,117.0,58,174,43.5,19.333333333333332,46.980000000000004,62.64,50.459999999999994,71.33999999999999,15.659999999999997,20.879999999999995,13.92,23.779999999999998,14.5,21.46,9.859999999999998,6.960000000000001,2.17,7.02,23.2,76.32,16.92,2.48,25.85,91.25,96.24,112.91,167.62,106.44,91.57,115.64
350,140,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,65,37,50,61,75,59,86,Ground Surf,31684,218089,50625,49284,441,131079601,441,467.0,178.0,225.0,21.0,222.0,21.0,107.0,210,223,55.75,70.0,60.21,80.28,64.67,91.42999999999999,20.07,26.75999999999999,50.4,86.1,52.5,77.7,35.699999999999996,25.200000000000003,1.47,6.42,22.2,74.72,16.02,1.68,24.75,172.89,177.98,194.24,248.33,187.87,173.1,196.86
351,140,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,46,37,44,39,11,57,54,Public Well 2,28224,208849,46225,44944,121,88529281,121,457.0,168.0,215.0,11.0,212.0,11.0,97.0,157,131,32.75,52.333333333333336,35.370000000000005,47.16,37.989999999999995,53.709999999999994,11.789999999999992,15.719999999999999,37.68,64.36999999999999,39.25,58.089999999999996,26.68999999999999,18.839999999999996,0.77,5.82,21.2,73.12,15.12,0.88,23.65,115.67,120.87,136.71,190.19,130.45,115.78,139.24
352,140,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,68,7,14,20,58,78,86,Ground Surf,24964,199809,42025,40804,1,57289761,1,447.0,158.0,205.0,1.0,202.0,1.0,87.0,232,99,24.75,77.33333333333333,26.73,35.64,28.709999999999997,40.589999999999996,8.91,11.879999999999999,55.68,95.11999999999999,58.0,85.84,39.43999999999999,27.840000000000003,0.07,5.22,20.2,71.52,14.22,0.08,22.55,134.75,140.06,155.49,208.35,149.33,134.77,157.91
353,140,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,38,41,60,29,54,10,4,Public Well 2,21904,190969,38025,36864,81,35153041,81,437.0,148.0,195.0,9.0,192.0,9.0,77.0,52,184,46.0,17.333333333333332,49.68000000000001,66.24,53.36,75.44,16.559999999999988,22.08,12.48,21.32,13.0,19.24,8.84,6.239999999999998,0.63,4.62,19.2,69.92,13.32,0.72,17.55,90.84,94.95,109.96,162.2,103.91,90.93,108.26
354,140,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,17,58,2,20,74,68,79,Bowles W&S,19044,182329,34225,33124,361,20151121,361,427.0,138.0,185.0,19.0,182.0,19.0,67.0,164,154,38.5,54.666666666666664,41.580000000000005,55.44,44.66,63.13999999999999,13.859999999999992,18.479999999999997,39.36,67.24,41.0,60.68,27.879999999999995,19.68,1.33,4.02,18.2,68.32,12.42,1.52,16.65,127.73,130.5,145.11,196.73,139.15,127.93,143.51
355,140,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,62,16,31,48,55,27,59,H2O Engine,16384,173889,30625,29584,841,10556001,841,417.0,128.0,175.0,29.0,172.0,29.0,57.0,148,150,37.5,49.333333333333336,40.5,54.0,43.5,61.49999999999999,13.5,17.999999999999993,35.519999999999996,60.68,37.0,54.76,25.160000000000004,17.759999999999998,2.03,3.42,17.2,66.72,11.52,2.32,15.75,120.21,121.64,135.84,186.84,129.99,120.51,134.34
356,140,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,33,2,1,40,44,68,43,Public Well 2,13924,165649,27225,26244,1521,4879681,1521,407.0,118.0,165.0,39.0,162.0,39.0,47.0,144,87,21.75,48.0,23.490000000000002,31.32,25.229999999999997,35.669999999999995,7.829999999999998,10.439999999999998,34.56,59.04,36.0,53.28,24.479999999999997,17.28,2.73,2.82,16.2,65.12,8.26,3.12,14.85,95.88,95.98,109.76,160.14,101.58,96.28,108.37
357,140,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,34,22,58,58,48,38,26,Bowles W&S,11664,157609,24025,23104,2401,1874161,2401,397.0,108.0,155.0,49.0,152.0,49.0,37.0,98,186,46.5,32.666666666666664,50.220000000000006,66.96,53.94,76.25999999999999,16.739999999999988,22.319999999999993,23.52,40.18,24.5,36.26,16.66,11.759999999999998,3.43,2.22,15.2,63.52,7.56,3.92,13.95,113.89,112.64,126.01,175.78,118.14,114.39,124.72
358,140,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,8,58,34,68,70,27,54,Bowles W&S,9604,149769,21025,20164,3481,531441,3481,387.0,98.0,145.0,59.0,142.0,59.0,27.0,89,230,57.5,29.666666666666668,62.1,82.8,66.69999999999999,94.3,20.699999999999996,27.60000000000001,21.36,36.489999999999995,22.25,32.93,15.129999999999995,10.68,4.13,1.62,9.94,61.92,6.86,4.72,13.05,127.12,124.54,133.11,186.65,129.93,127.73,136.31
359,140,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,29,1,37,50,30,9,94,Public Well 2,7744,142129,18225,17424,4761,83521,4761,377.0,88.0,135.0,69.0,132.0,69.0,17.0,132,118,29.5,44.0,31.860000000000003,42.48,34.22,48.379999999999995,10.619999999999994,14.159999999999997,31.68,54.12,33.0,48.839999999999996,22.439999999999998,15.839999999999996,4.83,1.02,9.24,60.32,6.16,5.52,12.15,104.47,100.55,109.02,161.63,105.84,105.18,112.01
360,140,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,6,11,53,21,15,49,89,Public Well 1,6084,134689,15625,14884,6241,2401,6241,367.0,78.0,125.0,79.0,122.0,79.0,7.0,144,100,25.0,48.0,27.0,36.0,28.999999999999996,41.0,9.0,12.000000000000004,34.56,59.04,36.0,53.28,24.479999999999997,17.28,5.53,0.42,8.54,58.72,5.46,6.32,11.25,103.59,98.32,106.69,158.37,103.51,104.4,109.48
361,140,150,250,155,125,76,58,229,123,78,221,181,466,181,318,40,80,22,6,37,69,84,11,Public Well 1,4624,127449,13225,12544,7921,81,7921,357.0,68.0,115.0,89.0,112.0,89.0,3.0,175,134,33.5,58.333333333333336,36.18,48.239999999999995,38.86,54.94,12.059999999999995,16.08,42.0,71.75,43.75,64.75,29.75,21.0,6.23,0.18,7.84,57.12,4.76,7.12,10.35,130.01,123.78,131.66,182.42,128.49,130.92,134.25
362,140,160,250,155,125,76,58,229,123,78,221,181,466,181,318,40,36,14,22,49,16,31,11,Public Well 2,3364,120409,11025,10404,9801,28561,9801,347.0,58.0,105.0,99.0,102.0,99.0,13.0,78,101,25.25,26.0,27.270000000000003,36.36,29.29,41.41,9.089999999999996,12.119999999999997,18.72,31.979999999999997,19.5,28.86,13.259999999999998,9.36,6.93,0.78,7.14,55.52,4.06,7.92,9.45,77.53,71.19,77.74,127.58,74.57,78.55,80.12
363,140,170,250,155,125,76,58,229,123,78,221,181,466,181,318,40,31,15,54,54,15,43,59,H2O Engine,2304,113569,9025,8464,11881,279841,11881,337.0,48.0,95.0,109.0,92.0,109.0,23.0,133,138,34.5,44.333333333333336,37.260000000000005,49.68,40.019999999999996,56.58,12.419999999999995,16.560000000000002,31.919999999999998,54.529999999999994,33.25,49.21,22.609999999999996,15.96,9.81,1.38,6.44,53.92,3.36,8.72,6.65,117.44,108.76,113.97,162.87,110.8,116.32,114.19
364,140,180,250,155,125,76,58,229,123,78,221,181,466,181,318,40,77,40,8,55,7,85,15,Public Well 1,1444,106929,7225,6724,14161,1185921,14161,327.0,38.0,85.0,119.0,82.0,119.0,33.0,177,110,27.5,59.0,29.700000000000003,39.6,31.9,45.099999999999994,9.899999999999999,13.199999999999996,42.48,72.57,44.25,65.49,30.089999999999996,21.239999999999995,10.71,1.98,5.74,52.32,2.66,9.52,5.95,126.57,117.57,121.45,169.42,118.27,125.34,121.66
365,140,190,250,155,125,76,58,229,123,78,221,181,466,181,318,40,34,38,53,58,63,71,47,Water Works II,784,100489,5625,5184,16641,3418801,16641,317.0,28.0,75.0,129.0,72.0,129.0,43.0,152,212,53.0,50.666666666666664,57.24,76.32,61.48,86.92,19.07999999999999,25.440000000000005,36.48,62.31999999999999,38.0,56.24,25.839999999999996,18.240000000000002,11.61,2.58,5.04,50.72,1.96,10.32,5.25,154.76,145.46,147.99,195.04,144.82,153.43,148.21
366,140,200,250,155,125,76,58,229,123,78,221,181,466,181,318,40,22,41,23,20,38,84,95,Public Well 2,324,94249,4225,3844,19321,7890481,19321,307.0,18.0,65.0,139.0,62.0,139.0,53.0,201,122,30.5,67.0,32.940000000000005,43.92,35.379999999999995,50.019999999999996,10.979999999999997,14.64,48.239999999999995,82.41,50.25,74.37,34.17,24.120000000000005,12.51,3.18,4.34,49.12,1.26,15.29,4.55,143.01,133.4,134.59,180.71,131.42,145.87,134.81
367,140,210,250,155,125,76,58,229,123,78,221,181,466,181,318,40,9,4,50,64,54,72,53,Ground Surf,64,88209,3025,2704,22201,15752961,22201,297.0,8.0,55.0,149.0,52.0,149.0,63.0,134,172,43.0,44.666666666666664,46.440000000000005,61.919999999999995,49.879999999999995,70.52,15.47999999999999,20.64,32.16,54.94,33.5,49.58,22.78,16.08,13.41,3.78,3.64,47.52,0.56,16.39,3.85,134.18,124.26,124.11,169.31,120.94,137.25,124.33
368,140,220,250,155,125,76,58,229,123,78,221,181,466,181,318,40,59,48,4,63,61,90,2,Public Well 1,4,82369,2025,1764,25281,28398241,25281,287.0,2.0,45.0,159.0,42.0,159.0,73.0,151,176,44.0,50.333333333333336,47.52,63.36,51.04,72.16,15.839999999999996,21.119999999999997,36.24,61.91,37.75,55.87,25.669999999999995,18.119999999999997,14.31,4.38,2.94,45.92,0.14,17.49,3.15,143.77,133.54,132.06,176.33,129.17,147.04,132.27
369,140,230,250,155,125,76,58,229,123,78,221,181,466,181,318,40,39,56,41,46,47,35,76,Glendale Wells,144,76729,1225,1024,28561,47458321,28561,277.0,12.0,35.0,169.0,32.0,169.0,83.0,150,190,47.5,50.0,51.300000000000004,68.39999999999999,55.099999999999994,77.89999999999999,17.099999999999987,22.799999999999997,36.0,61.49999999999999,37.5,55.5,25.499999999999993,18.0,15.21,4.98,2.24,44.32,0.84,18.59,2.45,149.46,138.93,136.1,179.45,134.66,152.94,136.32
370,140,240,250,155,125,76,58,229,123,78,221,181,466,181,318,40,35,50,34,40,25,15,28,Public Well 2,484,71289,625,484,32041,74805201,32041,267.0,22.0,25.0,179.0,22.0,179.0,93.0,78,149,37.25,26.0,40.230000000000004,53.64,43.209999999999994,61.089999999999996,13.409999999999997,17.880000000000003,18.72,31.979999999999997,19.5,28.86,13.259999999999998,9.36,16.11,5.58,1.54,42.72,1.54,19.69,1.75,104.78,93.94,89.77,132.19,89.77,108.47,89.99
371,140,250,250,155,125,76,58,229,123,78,221,181,466,181,318,40,35,50,40,15,53,74,9,H2O Engine,1024,66049,225,144,35721,112550881,35721,257.0,32.0,15.0,189.0,12.0,189.0,103.0,118,158,39.5,39.333333333333336,42.660000000000004,56.879999999999995,45.82,64.78,14.219999999999992,18.96,28.32,48.379999999999995,29.5,43.66,20.059999999999995,14.159999999999997,17.01,6.18,0.84,41.12,2.24,20.79,1.05,125.94,114.78,109.28,150.77,110.72,129.83,109.5
372,140,260,250,155,125,76,58,229,123,78,221,181,466,181,318,40,18,26,41,50,17,10,61,Glendale Wells,1764,61009,25,4,39601,163047361,39601,247.0,42.0,5.0,199.0,2.0,199.0,113.0,89,134,33.5,29.666666666666668,36.18,48.239999999999995,38.86,54.94,12.059999999999995,16.08,21.36,36.489999999999995,22.25,32.93,15.129999999999995,10.68,17.91,6.78,0.14,39.52,2.94,21.89,0.35,105.72,94.26,87.42,127.98,90.3,109.82,87.63
373,140,270,250,155,125,76,58,229,123,78,221,181,466,181,318,40,81,60,32,38,20,19,41,Public Well 1,2704,56169,25,64,43681,228886641,43681,237.0,52.0,5.0,209.0,8.0,209.0,123.0,141,150,37.5,47.0,40.5,54.0,43.5,61.49999999999999,13.5,17.999999999999993,33.839999999999996,57.809999999999995,35.25,52.17,23.97,16.92,22.99,7.38,0.56,37.92,3.64,22.99,0.35,138.84,122.77,115.74,154.22,118.91,138.84,115.52
374,140,280,250,155,125,76,58,229,123,78,221,181,466,181,318,40,4,4,53,0,72,12,63,H2O Engine,3844,51529,225,324,47961,312900721,47961,227.0,62.0,15.0,219.0,18.0,219.0,133.0,79,129,32.25,26.333333333333332,34.830000000000005,46.44,37.41,52.88999999999999,11.609999999999992,15.479999999999997,18.96,32.39,19.75,29.23,13.43,9.48,24.09,10.64,1.26,36.32,4.34,30.66,1.05,106.01,92.15,82.49,118.6,85.67,112.77,82.28
375,140,290,250,155,125,76,58,229,123,78,221,181,466,181,318,40,7,60,34,38,74,29,1,Public Well 2,5184,47089,625,784,52441,418161601,52441,217.0,72.0,25.0,229.0,28.0,229.0,143.0,37,206,51.5,12.333333333333334,55.620000000000005,74.16,59.739999999999995,84.46,18.539999999999992,24.72,8.879999999999999,15.17,9.25,13.69,6.290000000000001,4.4399999999999995,25.19,11.44,1.96,30.38,5.04,32.06,1.75,117.96,103.79,94.03,123.3,97.2,125.03,93.81
376,140,300,250,155,125,76,58,229,123,78,221,181,466,181,318,40,20,67,15,36,55,24,80,Public Well 1,6724,42849,1225,1444,57121,547981281,57121,207.0,82.0,35.0,239.0,38.0,239.0,153.0,124,173,43.25,41.333333333333336,46.71,62.28,50.169999999999995,70.92999999999999,15.57,20.759999999999998,29.759999999999998,50.839999999999996,31.0,45.88,21.08,14.880000000000003,26.29,12.24,2.66,28.98,5.74,33.46,2.45,143.59,129.12,119.25,146.36,122.43,150.98,119.04
377,150,20,250,155,125,76,58,229,123,78,221,181,466,181,318,40,80,16,49,32,51,41,62,H2O Engine,35344,227529,55225,53824,961,187388721,961,477.0,188.0,235.0,31.0,232.0,31.0,117.0,183,148,37.0,61.0,39.96,53.28,42.919999999999995,60.68,13.32,17.760000000000005,43.92,75.03,45.75,67.71,31.11,21.959999999999994,2.17,7.02,23.2,76.32,16.92,2.48,25.85,134.39,139.39,156.06,210.77,149.59,134.71,158.78
378,150,30,250,155,125,76,58,229,123,78,221,181,466,181,318,40,7,7,8,50,51,41,79,Glendale Wells,31684,218089,50625,49284,441,131079601,441,467.0,178.0,225.0,21.0,222.0,21.0,107.0,127,116,29.0,42.333333333333336,31.32,41.76,33.64,47.559999999999995,10.439999999999998,13.919999999999995,30.48,52.07,31.75,46.99,21.59,15.240000000000002,1.47,6.42,22.2,74.72,16.02,1.68,24.75,98.16,103.26,119.51,173.61,113.15,98.38,122.14
379,150,40,250,155,125,76,58,229,123,78,221,181,466,181,318,40,22,42,51,5,1,43,89,Glendale Wells,28224,208849,46225,44944,121,88529281,121,457.0,168.0,215.0,11.0,212.0,11.0,97.0,154,99,24.75,51.333333333333336,26.73,35.64,28.709999999999997,40.589999999999996,8.91,11.879999999999999,36.96,63.13999999999999,38.5,56.98,26.179999999999993,18.479999999999997,0.77,5.82,21.2,73.12,15.12,0.88,23.65,102.54,107.74,123.58,177.06,117.32,102.65,126.1
380,150,50,250,155,125,76,58,229,123,78,221,181,466,181,318,40,38,20,32,17,25,9,45,Bowles W&S,24964,199809,42025,40804,1,57289761,1,447.0,158.0,205.0,1.0,202.0,1.0,87.0,92,94,23.5,30.666666666666668,25.380000000000003,33.839999999999996,27.259999999999998,38.54,8.459999999999994,11.280000000000001,22.08,37.72,23.0,34.04,15.64,11.04,0.07,5.22,20.2,71.52,14.22,0.08,22.55,73.78,79.08,94.51,147.37,88.35,73.79,96.93
381,150,60,250,155,125,76,58,229,123,78,221,181,466,181,318,40,59,43,54,47,68,18,95,Glendale Wells,21904,190969,38025,36864,81,35153041,81,437.0,148.0,195.0,9.0,192.0,9.0,77.0,172,212,53.0,57.333333333333336,57.24,76.32,61.48,86.92,19.07999999999999,25.440000000000005,41.28,70.52,43.0,63.64,29.239999999999995,20.64,0.63,4.62,19.2,69.92,13.32,0.72,17.55,151.89,156.0,171.02,223.26,164.96,151.99,169.32
382,150,70,250,155,125,76,58,229,123,78,221,181,466,181,318,40,60,8,15,42,12,28,42,Water Works II,19044,182329,34225,33124,361,20151121,361,427.0,138.0,185.0,19.0,182.0,19.0,67.0,130,77,19.25,43.333333333333336,20.790000000000003,27.72,22.33,31.569999999999997,6.929999999999996,9.239999999999998,31.2,53.3,32.5,48.1,22.099999999999998,15.600000000000001,1.33,4.02,18.2,68.32,12.42,1.52,16.65,84.82,87.59,102.2,153.82,96.24,85.02,100.6
383,150,80,250,155,125,76,58,229,123,78,221,181,466,181,318,40,59,43,2,60,44,39,18,H2O Engine,16384,173889,30625,29584,841,10556001,841,417.0,128.0,175.0,29.0,172.0,29.0,57.0,116,149,37.25,38.666666666666664,40.230000000000004,53.64,43.209999999999994,61.089999999999996,13.409999999999997,17.880000000000003,27.84,47.559999999999995,29.0,42.92,19.719999999999995,13.920000000000002,2.03,3.42,17.2,66.72,11.52,2.32,15.75,106.33,107.76,121.95,172.96,116.1,106.63,120.46
384,150,90,250,155,125,76,58,229,123,78,221,181,466,181,318,40,74,20,50,70,78,60,51,Glendale Wells,13924,165649,27225,26244,1521,4879681,1521,407.0,118.0,165.0,39.0,162.0,39.0,47.0,185,218,54.5,61.666666666666664,58.86000000000001,78.48,63.22,89.38,19.619999999999997,26.159999999999997,44.4,75.85,46.25,68.45,31.449999999999996,22.200000000000003,2.73,2.82,16.2,65.12,8.26,3.12,14.85,161.77,161.86,175.65,226.03,167.47,162.17,174.26
385,150,100,250,155,125,76,58,229,123,78,221,181,466,181,318,40,60,65,0,62,67,45,29,Ground Surf,11664,157609,24025,23104,2401,1874161,2401,397.0,108.0,155.0,49.0,152.0,49.0,37.0,134,194,48.5,44.666666666666664,52.38,69.84,56.26,79.53999999999999,17.46,23.279999999999994,32.16,54.94,33.5,49.58,22.78,16.08,3.43,2.22,15.2,63.52,7.56,3.92,13.95,132.06,130.81,144.18,193.95,136.31,132.56,142.89
386,150,110,250,155,125,76,58,229,123,78,221,181,466,181,318,40,51,16,4,9,41,15,44,Public Well 1,9604,149769,21025,20164,3481,531441,3481,387.0,98.0,145.0,59.0,142.0,59.0,27.0,110,70,17.5,36.666666666666664,18.900000000000002,25.2,20.299999999999997,28.7,6.299999999999997,8.400000000000002,26.4,45.099999999999994,27.5,40.7,18.699999999999996,13.200000000000003,4.13,1.62,9.94,61.92,6.86,4.72,13.05,76.66,74.08,82.65,136.19,79.47,77.27,85.85
387,150,120,250,155,125,76,58,229,123,78,221,181,466,181,318,40,33,12,45,67,7,71,40,Ground Surf,7744,142129,18225,17424,4761,83521,4761,377.0,88.0,135.0,69.0,132.0,69.0,17.0,144,131,32.75,48.0,35.370000000000005,47.16,37.989999999999995,53.709999999999994,11.789999999999992,15.719999999999999,34.56,59.04,36.0,53.28,24.479999999999997,17.28,4.83,1.02,9.24,60.32,6.16,5.52,12.15,114.36,110.44,118.9,171.52,115.73,115.07,121.9
388,150,130,250,155,125,76,58,229,123,78,221,181,466,181,318,40,67,5,31,25,52,27,13,Public Well 1,6084,134689,15625,14884,6241,2401,6241,367.0,78.0,125.0,79.0,122.0,79.0,7.0,107,113,28.25,35.666666666666664,30.51,40.68,32.769999999999996,46.33,10.169999999999998,13.560000000000002,25.68,43.87,26.75,39.589999999999996,18.189999999999998,12.839999999999996,5.53,0.42,8.54,58.72,5.46,6.32,11.25,92.78,87.52,95.88,147.57,92.71,93.6,98.67
389,150,140,250,155,125,76,58,229,123,78,221,181,466,181,318,40,6,30,40,8,19,25,16,Ground Surf,4624,127449,13225,12544,7921,81,7921,357.0,68.0,115.0,89.0,112.0,89.0,3.0,47,97,24.25,15.666666666666666,26.19,34.92,28.13,39.769999999999996,8.73,11.639999999999997,11.28,19.27,11.75,17.39,7.99,5.640000000000001,6.23,0.18,7.84,57.12,4.76,7.12,10.35,62.23,56.0,63.89,114.65,60.72,63.15,66.48
